	质量 A		
t	x	y	
18.439	-1.694E-3	-5.510E-2
18.473	-9.627E-3	-7.013E-2
18.507	-1.094E-2	-7.272E-2
18.541	-1.387E-2	-8.045E-2
18.574	-1.342E-2	-7.594E-2
18.608	-1.046E-2	-7.062E-2
18.642	-1.476E-2	-7.115E-2
18.676	-1.086E-2	-6.103E-2
18.710	-1.872E-2	-4.518E-2
18.744	-1.860E-2	-2.931E-2
18.778	-2.243E-2	-1.185E-2
18.812	-2.269E-2	4.822E-3
18.846	-2.526E-2	3.421E-2
18.880	-3.276E-2	4.906E-2
18.914	-3.401E-2	6.237E-2
18.948	-3.824E-2	7.094E-2
18.982	-4.128E-2	7.910E-2
19.016	-4.345E-2	8.557E-2
19.050	-4.542E-2	9.041E-2
19.084	-4.649E-2	9.417E-2
19.118	-4.667E-2	9.631E-2
19.152	-4.193E-2	9.386E-2
19.186	-3.746E-2	8.909E-2
19.220	-3.173E-2	8.219E-2
19.254	-2.487E-2	7.353E-2
19.288	-1.717E-2	6.244E-2
19.322	-1.532E-2	5.655E-2
19.356	-1.172E-3	3.680E-2
19.389	-1.831E-3	3.208E-2
19.423	4.253E-3	1.515E-2
19.457	1.170E-2	-2.921E-3
19.491	2.210E-2	-2.143E-2
19.525	3.532E-2	-3.986E-2
19.559	5.616E-2	-3.873E-2
19.593	5.985E-2	-4.111E-2
19.627	6.064E-2	-5.340E-2
19.661	6.318E-2	-5.374E-2
19.695	6.309E-2	-3.936E-2
19.729	5.923E-2	-3.389E-2
19.763	5.609E-2	-2.604E-2
19.797	5.185E-2	-1.650E-2
19.831	4.244E-2	-4.500E-3
19.865	2.683E-2	1.710E-2
19.899	2.170E-2	3.687E-2
19.933	1.193E-2	5.004E-2
19.967	3.377E-3	5.134E-2
20.001	-6.126E-3	6.290E-2
20.035	-2.004E-2	7.581E-2
20.069	-2.896E-2	8.092E-2
20.103	-3.749E-2	8.442E-2
20.137	-4.302E-2	8.418E-2
20.170	-5.381E-2	9.065E-2
20.204	-6.028E-2	8.872E-2
20.238	-6.495E-2	8.497E-2
20.272	-6.826E-2	7.975E-2
20.306	-6.993E-2	7.240E-2
20.340	-6.976E-2	6.355E-2
20.374	-6.793E-2	5.360E-2
20.408	-5.906E-2	4.299E-2
20.442	-5.232E-2	2.462E-2
20.476	-4.725E-2	3.758E-3
20.510	-4.522E-2	-1.368E-2
20.544	-4.290E-2	-3.013E-2
20.578	-3.094E-2	-3.254E-2
20.612	-2.256E-2	-4.273E-2
20.646	-1.453E-2	-6.019E-2
20.680	-1.516E-2	-6.517E-2
20.714	-2.381E-3	-6.629E-2
20.748	2.604E-4	-5.447E-2
20.782	7.831E-3	-5.074E-2
20.816	1.405E-2	-4.449E-2
